Timestamp (us),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
882899487,-4.061937,-3.309949,-4.057594,-0.450117,0.141057,1.217891
882901992,-4.307944,-3.619176,-2.967749,-0.165934,-0.464869,0.439896
882904497,-5.406451,-3.442499,-2.174423,-0.150862,0.367346,1.066452
882907003,-7.784293,-2.477040,-1.613300,-0.472407,0.365953,1.219783
882909508,-9.677841,0.068502,-0.497391,0.050565,-0.362071,-0.228712
882912013,-10.170438,2.739086,0.553573,-0.011423,0.135474,0.924151
882914519,-11.332092,4.922380,1.421768,-0.594308,0.429683,1.658736
882917024,-11.576937,5.650889,1.609616,-0.129686,-0.609560,0.003937
882919529,-8.836639,6.569840,1.484625,0.039892,-0.353839,0.347804
882922035,-7.436077,8.217381,0.945387,-0.427285,0.465472,1.593046
882924540,-8.409457,8.948323,0.166098,-0.278557,-0.321178,0.797925
882927045,-6.335822,8.226473,-0.634658,-0.467743,-0.637842,0.469000
882929550,-2.678501,8.056568,-1.679906,-0.288490,-0.057288,0.900080
882932056,-2.492622,7.757728,-2.834392,-0.349136,0.198122,1.492974
882934561,-3.584466,5.691512,-3.814632,-0.632690,-0.222657,1.365990
882937066,-0.473139,1.685755,-4.157255,-0.554565,-0.296650,1.017361
882939571,1.905914,-1.592844,-4.249613,-0.300240,0.241087,0.829164
882942077,0.506692,-3.238093,-4.255910,-0.710857,0.157133,1.600138
882944582,-0.892574,-5.127125,-4.142677,-0.677861,-0.310666,1.293377
882947087,-0.220974,-7.803668,-3.678941,-0.413666,0.207880,1.155861
882949592,0.268225,-11.515811,-2.918681,-0.316897,0.375348,1.763794
882952098,1.305208,-15.410195,-1.919264,-0.516701,-0.074614,1.193055
882954603,2.401605,-17.722906,-0.969634,-0.007248,-0.004962,0.454748
882957108,0.874864,-16.758331,0.255100,-0.012308,0.550851,0.948136
882959614,-3.090558,-14.036267,1.683019,-0.378423,0.228596,1.143173
882962119,-4.314675,-11.794840,3.158015,-0.070556,-0.298398,0.709150
882964624,-2.125951,-10.639200,4.309667,-0.172729,0.241470,0.764608
882967130,-0.546651,-8.023248,4.988856,-0.158461,0.173829,0.540670
882969635,-0.491953,-3.342383,5.566901,-0.079858,-0.212598,-0.139843
882972140,-2.142209,2.554073,5.432376,-0.320890,-0.036920,0.808895
882974645,-4.338175,7.356856,4.746691,-0.484917,-0.082585,1.283347
882977151,-4.763578,8.149594,4.026415,-0.452664,-0.178605,0.889680
882979656,-1.412804,6.452429,4.426426,-0.570171,0.427432,1.104255
882982161,2.055459,5.905736,6.106979,-0.229877,0.269414,0.554138
882984667,1.866111,6.381425,8.596272,-0.251091,0.278466,1.319802
882987172,3.321373,4.667527,11.973402,-0.824998,0.659922,2.161272
882989677,10.746184,0.165072,16.339352,-0.515595,0.351395,0.814191
882992182,19.632538,-4.334605,20.821127,-0.036705,0.160279,0.843244
882994688,24.925737,-6.769949,24.239580,-0.651363,0.429451,1.597919
882997193,26.870378,-7.199705,26.229691,-0.418543,0.029620,0.563667
882999698,26.257824,-5.744744,27.030142,-0.092681,-0.133732,0.424106
883002204,23.333189,-3.681453,26.570488,-0.513318,0.158682,1.686219
883004709,21.203176,-3.012913,25.552595,-0.530239,-0.142865,1.022484
883007214,22.057917,-3.068501,24.761021,-0.086189,-0.081688,0.198540
883009719,22.058393,-2.519351,24.340540,-0.339715,0.345447,1.307801
883012225,19.865362,-1.976407,24.231247,-0.482694,0.123165,1.287403
883014730,18.708023,-2.649287,24.533928,-0.197293,-0.043636,0.380923
883017235,18.340712,-2.592348,25.263083,-0.248715,0.377805,0.891830
883019741,14.561874,-1.995714,26.008682,-0.282140,0.361707,1.178340
883022246,10.234846,-1.400313,26.756310,-0.331843,0.063179,0.688733
883024751,9.074945,-0.615334,27.493496,-0.275419,0.028165,0.477584
883027256,9.071978,0.659051,28.169188,-0.381366,0.161434,1.074028
883029762,8.278265,1.750728,28.482845,-0.398518,0.181920,1.066890
883032267,10.286609,1.508662,29.261705,-0.457778,0.091781,0.926300
883034772,14.243917,0.844231,30.272842,-0.287763,0.056362,0.824403
883037277,16.313738,0.054936,31.047649,-0.419747,0.143341,1.184945
883039783,16.009693,-0.858790,31.224243,-0.404298,0.082710,1.188904
883042288,16.316219,-3.048079,31.329044,-0.393988,0.038781,1.119727
883044793,19.059608,-5.962220,31.540960,-0.329368,0.029953,1.033682
883047299,20.949474,-8.270349,31.820896,-0.289622,0.165903,0.895845
883049804,20.097279,-9.368017,32.058857,-0.222713,0.277229,0.981698
883052309,17.904030,-9.191003,32.189472,-0.252925,0.005009,0.761616
883054815,14.980258,-8.101063,31.783634,-0.154608,-0.046819,0.640334
883057320,11.324536,-5.735068,31.268196,-0.234079,0.331903,0.907245
883059825,8.215900,-2.882313,30.996590,-0.232187,0.132643,0.710913
883062330,7.847804,-0.633362,31.134903,-0.326016,-0.118240,0.775570
883064836,9.064294,1.011475,31.141876,-0.285743,0.168396,0.799024
883067341,8.026504,2.954827,31.280539,-0.261053,0.350042,0.753556
883069846,4.734236,4.952655,31.731039,-0.367767,0.114779,0.897886
883072351,1.687745,5.614299,31.868210,-0.503878,-0.029821,1.101709
883074857,-0.504422,5.183894,31.812727,-0.408853,0.169164,1.028977
883077362,-3.061158,4.327702,31.573778,-0.304512,0.219063,0.940057
883079867,-4.400657,3.107045,31.873306,-0.447210,0.065508,1.184650
883082373,-2.694320,1.711037,32.099678,-0.401549,-0.036964,0.936255
883084878,-1.475837,0.434805,32.510548,-0.297138,0.172243,0.996857
883087383,-1.962741,-0.357695,32.688671,-0.413392,0.204752,1.389693
883089888,-1.778769,-1.695544,32.739258,-0.315327,-0.278532,0.926331
883092394,-0.010623,-2.663393,32.422848,-0.255277,-0.062555,0.658256
883094899,-0.375270,-2.297266,31.941832,-0.360671,0.300584,1.072708
883097404,-4.090357,-0.842666,31.177782,-0.357814,-0.056258,1.128152
883099910,-5.976121,-1.330148,30.393368,-0.355730,-0.227060,1.184196
883102415,-2.683366,-3.509922,29.820364,-0.416988,0.036609,1.104745
883104920,0.425920,-5.264886,29.372242,-0.232100,0.103991,0.567791
883107425,-0.730678,-4.352410,28.716133,-0.262908,-0.030474,0.777156
883109931,-3.652983,-3.381813,27.763908,-0.473501,-0.117250,1.321867
883112436,-4.258703,-4.047599,26.670414,-0.481185,-0.082188,1.068562
883114941,-3.768510,-4.407082,25.635607,-0.198482,-0.017898,0.460697
883117446,-6.690386,-3.131119,24.382433,-0.217958,-0.008311,0.959097
883119952,-10.708279,-1.917929,23.011658,-0.430570,-0.074889,1.419763
883122457,-11.252579,-2.643633,21.735668,-0.279626,-0.130535,0.692130
883124962,-9.970878,-3.123736,20.878927,-0.229176,0.062893,0.548691
883127468,-11.736489,-2.151556,20.164881,-0.276357,0.062028,1.006630
883129973,-14.233273,-0.937745,19.455240,-0.268461,-0.137903,0.882525
883132478,-14.111083,-0.144793,18.975397,-0.220369,-0.027433,0.629362
883134984,-13.138186,1.743280,18.863741,-0.205346,0.078670,0.731032
883137489,-14.054235,4.478820,18.704407,-0.189094,-0.072703,0.899998
883139994,-15.700569,6.604532,18.543524,-0.304605,-0.030187,1.212609
883142499,-15.699810,5.874711,18.538422,-0.389533,0.112977,1.230328
883145004,-13.688062,3.506037,18.817482,-0.397217,-0.034537,0.896979
883147510,-10.823599,0.590897,19.332024,-0.346896,-0.037533,0.800390
883150015,-7.473063,-1.594091,20.031710,-0.401472,0.123567,0.876737
883152520,-5.525570,-2.323606,20.989237,-0.296956,0.136689,0.636058
883155026,-5.712502,-0.868961,22.091187,-0.193750,0.116965,0.707476
883157531,-6.813652,1.130995,23.200342,-0.209506,0.082717,1.014215
883160036,-7.182255,1.855918,24.176636,-0.316547,0.076455,1.026800
883162542,-7.610436,1.730009,24.965357,-0.211006,0.128235,0.660393
883165047,-10.292918,2.207217,25.766666,-0.200109,0.185577,0.769141
883167552,-13.036482,2.562142,26.688580,-0.373575,-0.014478,1.133887
883170057,-12.123573,0.978839,27.643986,-0.409036,-0.198801,1.003657
883172563,-8.651425,-0.718817,28.225391,-0.224565,-0.059524,0.564129
883175068,-8.347698,0.072508,28.229792,-0.193567,0.002947,0.563226
883177573,-12.065192,3.411714,27.660767,-0.340893,-0.186568,0.974956
883180078,-14.380233,6.147416,26.718618,-0.331186,-0.294129,1.079892
883182584,-13.952047,6.699818,25.751028,-0.296517,-0.082867,1.142041
883185113,-12.973969,5.184862,24.948799,-0.402539,-0.018214,1.294333
883187606,-12.116992,3.122519,24.082581,-0.397341,-0.353661,0.931507
883190102,-10.772603,1.366130,23.034840,-0.352372,-0.419247,0.780965
883192605,-9.855107,0.826424,21.694105,-0.440990,-0.157236,1.105221
883195114,-10.886574,0.709084,20.121094,-0.445765,-0.227553,1.140228
883197616,-11.430120,0.837642,18.184292,-0.408674,-0.447128,0.915692
883200121,-10.999629,1.759541,16.128181,-0.266090,-0.374888,0.767511
883202626,-12.274651,3.713302,13.661302,-0.341170,-0.164386,1.126166
883205131,-14.218945,4.813844,11.251562,-0.545525,-0.369786,1.259509
883207637,-13.298850,4.217651,8.879946,-0.489481,-0.573675,0.954301
883210142,-9.576337,2.227407,6.851880,-0.419751,-0.301978,1.031673
883212647,-7.254819,-0.131662,5.008288,-0.444792,-0.205246,1.303113
883215152,-6.333364,-3.040739,3.044823,-0.358244,-0.629854,1.110465
883217658,-4.131773,-5.640553,0.533217,-0.231671,-0.531060,0.850216
883220163,-3.698258,-6.480350,-2.020142,-0.133306,0.013208,0.862138
883222668,-5.583494,-5.321912,-3.702302,-0.137545,-0.025207,0.754741
883225174,-9.360589,-2.955427,-4.399134,-0.158737,-0.153753,0.789423
883227679,-12.650630,-1.806764,-4.500122,-0.289708,0.051564,1.227181
883230184,-14.051455,-2.053443,-4.436026,-0.327165,-0.067112,0.906012
883232689,-13.807857,-1.870185,-4.496266,-0.067954,-0.278645,0.149613
883235195,-15.455162,1.045911,-4.591007,-0.022175,0.083174,0.558249
883237700,-19.904684,4.442509,-4.732600,-0.344235,0.124639,1.387643
883240205,-21.794243,5.593558,-4.656923,-0.358396,-0.417841,1.086723
883242710,-17.529114,4.082432,-4.622706,-0.184310,-0.413247,0.600590
883245216,-12.411552,3.730301,-4.947256,-0.187883,-0.067656,0.706956
883247721,-12.532975,5.071090,-5.664833,-0.313426,-0.141245,1.002601
883250226,-14.176234,6.105383,-6.621363,-0.423505,-0.294782,1.209220
883252731,-13.137332,4.529490,-7.363626,-0.444517,-0.202500,1.288518
883255237,-8.930150,1.317347,-7.826007,-0.492537,-0.162689,1.101384
883257742,-5.698832,-0.497907,-8.335621,-0.378315,-0.268121,0.835408
883260247,-5.331348,-0.432700,-9.185158,-0.406629,-0.177227,1.167307
883262753,-5.390470,-0.429779,-9.912313,-0.578146,-0.103396,1.498119
883265258,-3.072680,-2.795219,-10.240528,-0.600486,-0.143408,1.302996
883267763,0.219597,-5.950636,-10.214185,-0.558396,-0.051091,1.052855
883270268,-0.630757,-7.959053,-10.346291,-0.465547,-0.017326,1.325884
883272774,-3.976973,-10.214321,-10.955780,-0.379938,-0.230868,1.656452
883275279,-4.153401,-14.407893,-11.772433,-0.355099,-0.364362,1.171338
883277784,-0.553832,-18.045351,-12.659842,-0.190341,-0.178401,0.339751
883280290,-0.795277,-17.859365,-13.627507,-0.134814,0.048952,0.546309
883282795,-4.877617,-14.824565,-14.318537,-0.333604,0.009130,1.059349
883285300,-4.575899,-12.818144,-14.002559,-0.301184,-0.080651,0.700567
883287805,1.753405,-11.411698,-12.440219,-0.022712,0.139523,0.195572
883290311,4.486510,-7.885199,-10.728479,0.010213,0.406716,0.424509
883292816,-1.918575,-1.884162,-9.329206,-0.186381,0.274479,0.770492
883295322,-8.749204,3.751770,-8.112753,-0.242214,-0.043588,0.541744
883297827,-11.741015,7.388305,-6.682061,-0.252169,0.123030,0.937152
883300332,-12.294323,8.718706,-5.155305,-0.410623,0.264705,1.340208
883302837,-12.297892,9.565578,-4.058283,-0.304582,-0.175126,0.729344
883305343,-10.229560,10.784311,-3.511905,-0.258232,-0.344307,0.579380
883307848,-8.464767,13.039841,-3.805784,-0.497024,-0.047692,1.201112
883310353,-9.742208,13.588153,-4.706451,-0.667507,-0.049605,1.606439
883312858,-8.884811,10.978189,-5.515882,-0.603456,-0.337164,1.389087
883315364,-3.701132,5.760975,-5.935281,-0.444769,-0.237037,1.329726
883317869,1.421041,0.542605,-6.111996,-0.417086,0.103147,1.432390
883320374,2.338422,-3.043629,-6.140458,-0.396515,0.034636,1.137938
883322879,1.731387,-5.173899,-6.092470,-0.345500,-0.238426,1.092038
883325385,2.159401,-6.754220,-6.105100,-0.345948,-0.187045,1.307703
883327890,3.380857,-8.878342,-6.548790,-0.374454,-0.039303,1.257262
883330395,5.150273,-10.636067,-7.052572,-0.237296,-0.136888,0.677728
883332900,5.516672,-10.389933,-7.537144,-0.170498,-0.154041,0.504430
883335406,3.688253,-7.593335,-8.238209,-0.236570,-0.214134,0.811249
883337911,0.277842,-4.249111,-9.838817,-0.270033,-0.422557,0.931894
883340416,-1.727909,-2.479450,-12.304270,-0.358511,-0.357875,0.910457
883342922,-2.209749,-1.679203,-14.842772,-0.283980,-0.066464,0.678145
883345427,-3.972827,-0.702691,-16.587271,-0.222644,0.116119,0.739705
883347932,-6.530607,0.449909,-17.236496,-0.322772,0.055522,1.041505
883350438,-7.323606,0.567982,-16.808413,-0.358069,0.017247,0.924040
883352943,-6.472746,0.079275,-15.845127,-0.279071,0.100796,0.636117
883355448,-6.781253,0.437385,-14.386690,-0.258849,0.265438,0.756829
883357953,-9.344612,1.641376,-12.792736,-0.300314,0.213512,1.030517
883360458,-10.811216,2.056427,-11.026518,-0.396428,-0.000131,1.159490
883362964,-9.473402,1.019922,-9.705171,-0.359484,-0.108641,0.950330
883365469,-9.229965,-0.076556,-9.168189,-0.341338,0.054241,0.980713
883367974,-11.118111,-0.141621,-9.161631,-0.364712,-0.043002,1.071047
883370480,-11.423040,0.222605,-9.157953,-0.367771,-0.328590,0.912830
883372985,-8.621267,0.167833,-9.108126,-0.286491,-0.166198,1.071888
883375490,-5.818208,-0.981416,-9.126566,-0.430361,0.076512,1.264952
883377995,-5.024942,-2.073858,-9.258377,-0.305316,-0.096170,0.806284
883380501,-4.598152,-2.620520,-9.203166,-0.250522,-0.137410,0.686220
883383006,-4.051214,-2.134014,-8.898718,-0.322865,0.053385,1.045899
883385511,-3.442607,-2.377192,-8.599595,-0.369432,0.012515,1.199910
883388017,-0.944761,-3.893820,-8.195155,-0.398969,-0.072204,0.855897
883390522,2.526374,-4.618382,-7.606947,-0.194020,-0.015563,0.539411
883393027,3.559404,-3.706325,-6.998250,-0.193135,0.053235,0.936965
883395533,2.583259,-2.614549,-6.805149,-0.403080,-0.160095,1.263301
883398038,3.254348,-3.220462,-6.993723,-0.377741,-0.226229,0.862577
883400543,5.021880,-3.884728,-7.186778,-0.174440,0.132900,0.522660
883403048,3.314729,-2.855669,-6.930783,-0.177453,0.289169,0.848412
883405554,-0.708096,-0.919794,-6.599235,-0.324999,-0.145827,1.039579
883408059,-2.292979,0.110304,-6.525535,-0.303308,-0.258856,0.870239
883410564,-0.831159,0.418193,-6.650046,-0.274021,0.167985,0.834941
883413069,0.201853,1.634852,-6.160453,-0.237228,0.306921,0.826650
883415575,0.014841,3.454918,-5.177183,-0.289825,0.021588,0.969726
883418080,0.132780,5.032649,-4.257355,-0.347282,-0.154843,1.064024
883420585,0.253959,4.788121,-3.895817,-0.468719,0.059870,1.375123
883423091,-0.230872,2.719707,-4.029698,-0.493616,0.039439,1.294054
883425596,0.015401,0.043988,-3.988690,-0.291895,-0.035901,0.854595
883428101,1.112087,-1.110625,-3.637133,-0.219943,0.030203,0.630115
883430607,-0.473947,-0.265277,-3.019174,-0.363837,0.202772,1.128478
883433112,-3.642797,-0.092238,-2.460649,-0.565885,0.027322,1.518590
883435617,-2.667894,-1.856329,-1.870432,-0.412708,-0.239068,0.862792
883438122,2.021522,-2.943572,-1.168051,-0.095818,-0.003030,0.369264
883440628,2.993285,-1.544849,-0.616342,-0.205354,0.250979,1.058101
883443133,-1.211616,-0.095677,-0.348135,-0.558464,-0.031021,1.651277
883445639,-2.244641,-2.591817,-0.301120,-0.551671,-0.340181,1.291799
883448144,3.667437,-6.532238,-0.229376,-0.176937,-0.196824,0.396317
883450649,7.139982,-6.888832,-0.365998,-0.030652,0.129774,0.355768
883453154,2.387045,-3.003568,-1.169828,-0.357631,-0.052961,1.160889
883455659,-3.460365,-0.092337,-2.340095,-0.552685,-0.304788,1.449386
883458165,-1.873860,-0.815029,-3.199664,-0.464402,-0.252733,0.905665
883460670,3.001394,-2.018401,-3.711109,-0.189641,0.038158,0.519896
883463175,2.514530,-0.983035,-4.308229,-0.279847,0.009898,1.101159
883465681,-1.504515,0.045405,-5.134744,-0.565250,-0.290119,1.510141
883468186,-2.413904,-1.899018,-6.054194,-0.565337,-0.234813,1.246536
883470691,0.575819,-5.539119,-6.636276,-0.328433,0.021260,0.725003
883473196,0.821216,-6.510393,-6.947054,-0.088162,0.114690,0.523816
883475702,-2.895253,-4.875376,-7.224908,-0.299188,-0.040962,1.105056
883478207,-5.698348,-3.116923,-7.444677,-0.378279,-0.196051,1.074133
883480712,-4.845103,-3.601553,-7.451232,-0.390785,-0.051630,0.937371
883483218,-1.860294,-4.812994,-7.046468,-0.322097,0.112021,0.692687
883485723,-0.400542,-4.813273,-6.203265,-0.149504,0.068977,0.689984
883488228,-1.439133,-3.967966,-5.284257,-0.283074,0.032625,1.171462
883490733,-3.206949,-4.035305,-4.671999,-0.368393,-0.049054,1.238563
883493239,-3.084189,-5.800294,-4.321089,-0.296089,-0.091211,0.737211
883495744,-1.501091,-6.406956,-3.846278,-0.126695,0.079844,0.385126
883498249,-2.175333,-3.917710,-3.159604,-0.043703,0.228112,0.648540
883500754,-5.165436,0.087302,-2.574971,-0.272910,0.009814,1.161743
883503260,-6.021771,2.394447,-2.070743,-0.292289,-0.207707,1.011111
883505765,-2.855137,2.339478,-1.779807,-0.227296,-0.042516,0.770707
883508270,0.737593,2.406849,-1.428983,-0.161144,0.132883,0.593562
883510775,0.551778,4.655447,-1.109503,-0.205722,0.103860,0.638218
883513281,-2.254666,8.053195,-0.651027,-0.296126,-0.029848,1.059094
883515786,-4.449560,9.384995,-0.330489,-0.447327,-0.073982,1.423071
883518292,-4.142653,6.830796,-0.228241,-0.525263,-0.036280,1.410182
883520797,-1.214651,2.823608,-0.327728,-0.348143,-0.088250,0.640764
883523302,0.492688,1.612094,-0.584999,-0.109331,-0.101611,0.351286
883525807,-1.274301,3.191185,-0.991717,-0.337929,-0.001618,1.261869
883528313,-3.222304,3.980754,-1.766977,-0.570019,-0.232123,1.601100
883530818,-1.694771,1.250661,-2.579735,-0.418198,-0.239000,1.053503
883533323,2.329830,-1.961637,-3.102055,-0.315152,0.034213,0.593275
883535828,2.939079,-1.960013,-3.164923,-0.139411,0.074573,0.487639
883538334,-1.205075,0.220137,-3.134300,-0.377730,0.034539,1.394666
883540839,-5.407667,0.454723,-3.298900,-0.608364,-0.090878,1.612456
883543344,-5.404315,-2.768655,-3.321432,-0.442520,-0.136145,0.909744
883545849,-2.843703,-5.926990,-2.989310,-0.105981,0.038358,0.345252
883548355,-2.541131,-5.746907,-2.261781,-0.125794,0.182852,0.713068
883550860,-5.225759,-2.775378,-1.624887,-0.237437,-0.109916,0.990566
883553365,-7.116963,-0.043050,-1.538158,-0.312364,-0.388094,0.916816
883555870,-6.386201,1.115928,-1.957089,-0.300203,-0.198644,0.843336
883558376,-4.618132,0.939994,-2.571047,-0.322145,0.092737,0.979879
883560881,-3.703882,1.369561,-2.995755,-0.191161,-0.071778,0.726608
883563387,-3.461015,2.831026,-3.289528,-0.250191,-0.212675,0.801501
883565892,-3.704958,4.414051,-3.823109,-0.362017,-0.237199,1.249020
883568397,-3.458811,3.870545,-4.615831,-0.541179,-0.125646,1.367280
883570902,-1.749759,1.443427,-5.063450,-0.423023,-0.032110,0.962001
883573407,1.113312,-0.133708,-4.539556,-0.167097,0.152337,0.568445
883575913,1.839492,0.834661,-3.020082,-0.120593,0.223792,0.724316
883578418,-0.602805,2.768747,-1.421476,-0.396595,0.178397,1.456617
883580924,-2.615901,2.698056,-0.141552,-0.447193,-0.094112,1.322816
883583429,-0.728483,0.446669,1.108649,-0.347318,-0.004250,0.839300
883585934,3.410254,-0.402354,2.723984,-0.175667,0.261568,0.482447
883588440,3.586619,1.841459,4.375643,-0.249989,0.194631,0.759330
883590945,-0.256761,5.356222,5.384334,-0.443924,-0.128850,1.412161
883593450,-2.815106,5.472106,5.394646,-0.529861,-0.365313,1.530687
883595955,-0.494944,1.831262,4.633197,-0.394622,-0.141411,1.119027
883598461,3.836069,-2.595701,3.858787,-0.315469,0.033207,0.569247
883600966,5.361325,-3.136330,3.061334,-0.115147,-0.109133,0.264598
883603471,3.472438,-0.765599,2.357517,-0.350581,-0.140620,1.092917
883605977,2.132925,0.755416,1.524492,-0.477959,-0.194386,1.461113
883608482,4.207125,-0.940295,0.898779,-0.360335,-0.219761,0.992472
883610987,8.170012,-3.666693,0.501315,-0.161328,0.007624,0.549222
883613492,9.083747,-3.603565,0.437746,-0.032865,0.102927,0.429617
883615997,5.366221,-1.239236,0.286223,-0.204206,0.017516,0.931367
883618503,0.796190,1.184502,0.017049,-0.403698,-0.095875,1.076048
883621008,-0.483108,1.364080,0.023055,-0.299864,-0.059313,0.843078
883623513,1.647502,1.123053,0.619620,-0.185222,0.062277,0.526966
883626019,2.374541,2.702154,1.537195,-0.013232,0.149430,0.490598
883628524,-1.163332,6.158312,2.180644,-0.188831,0.095030,0.958381
883631029,-6.161621,9.248055,2.402643,-0.304860,-0.262446,0.999893
883633535,-8.415067,10.035411,1.992201,-0.347658,-0.344251,0.960751
883636040,-7.803637,8.944087,1.497375,-0.260322,0.072856,1.008261
883638545,-6.766714,7.547593,1.483768,-0.265699,0.169889,0.942140
883641050,-6.036905,7.181777,2.084663,-0.228493,-0.111602,0.725654
883643556,-5.308086,7.910949,2.632597,-0.311144,-0.244966,0.993001
883646061,-5.004187,8.824420,2.516617,-0.388312,-0.278185,1.155797
883648566,-4.514378,8.403354,1.663229,-0.433640,-0.320871,1.153995
883651072,-2.804852,6.525385,0.795132,-0.408335,-0.182417,1.095964
883653577,-0.060416,4.039522,0.403874,-0.315824,-0.022535,0.983609
883656082,1.890324,2.340734,0.445376,-0.246052,-0.095002,0.949431
883658587,2.621831,1.490410,0.557951,-0.353548,-0.188706,1.159002
883661092,2.745241,0.823210,0.189134,-0.436183,-0.261701,1.159042
883663598,4.331339,-0.082957,-0.429250,-0.404838,-0.244923,0.992655
883666103,6.952292,-0.683213,-0.928109,-0.366624,0.000346,0.907333
883668608,8.474598,-0.254059,-0.930765,-0.373508,0.121375,1.022236
883671114,6.828846,0.593191,-0.797500,-0.441260,-0.001852,1.230751
883673619,4.027770,-0.021040,-0.852004,-0.584439,-0.162659,1.541700
883676124,3.544547,-3.061529,-1.235148,-0.522506,-0.174049,1.232772
883678629,5.497740,-6.401141,-1.508199,-0.417211,-0.026290,0.838956
883681135,6.717227,-7.492878,-1.580972,-0.322615,0.163700,0.745206
883683640,4.705124,-6.221486,-1.261535,-0.407427,0.227096,1.055965
883686146,1.778542,-5.014495,-0.575454,-0.420997,0.034450,1.167330
883688651,1.959714,-5.382307,0.209314,-0.314282,-0.169256,0.914076
883691156,4.213305,-6.595901,0.738012,-0.208000,-0.067637,0.694188
883693661,5.127144,-6.776302,0.733357,-0.275292,0.124125,0.763356
883696167,3.846093,-5.198408,0.870371,-0.264140,0.079624,0.645405
883698672,3.416100,-3.438690,1.611657,-0.316495,0.030472,0.961820
883701177,5.240268,-3.439932,2.877814,-0.333173,0.061380,1.224766
883703682,7.553871,-5.081411,3.948845,-0.218800,0.010838,0.974139
883706188,8.894297,-6.905499,4.537285,-0.092315,-0.038176,0.612294
883708693,7.675293,-6.422201,4.666421,-0.190460,0.013539,0.598114
883711198,3.835906,-3.875437,4.456009,-0.140593,0.058991,0.841768
883713704,-0.186653,-0.903354,4.249249,-0.202166,0.011235,1.020338
883716209,-1.528105,0.614348,4.204218,-0.218730,-0.088934,1.051845
883718714,-0.005672,0.921865,4.200712,-0.211754,-0.088792,0.817461
883721219,1.943135,1.656834,4.016760,-0.218969,-0.113199,0.594761
883723725,2.002644,4.152566,3.549045,-0.230975,-0.124577,0.737419
883726230,0.052428,7.070781,2.788665,-0.341779,-0.097735,1.148637
883728735,-1.348271,8.713040,2.017330,-0.436212,-0.184450,1.278259
883731241,-0.371968,8.474506,1.405875,-0.332636,-0.198060,0.996378
883733746,1.031269,7.263072,0.967886,-0.317935,-0.036254,1.057297
883736251,0.242575,5.682560,0.353611,-0.436415,-0.007110,1.284076
883738757,-1.215934,4.344579,-0.438330,-0.452099,-0.260141,1.030534
883741261,-0.785770,2.707007,-1.299996,-0.442846,-0.278914,1.116885
883743767,1.472027,0.464851,-2.051441,-0.501364,-0.086051,1.476076
883746272,2.877396,-2.509809,-2.622989,-0.397067,-0.053469,1.214759
883748777,3.733406,-5.365849,-2.767354,-0.296934,-0.038827,0.976162
883751283,4.952676,-6.823516,-2.600218,-0.314088,-0.128568,0.837105
883753788,5.073909,-5.971274,-2.715947,-0.281666,-0.229844,0.682393
883756293,3.611261,-3.904441,-3.241621,-0.305558,-0.115320,0.979126
883758798,2.271256,-2.627974,-3.773272,-0.419892,-0.023498,1.203754
883761304,3.428965,-3.172992,-3.720763,-0.356971,-0.082736,0.984289
883763809,5.987002,-4.142373,-3.252107,-0.200235,-0.057527,0.627936
883766314,6.655399,-3.595284,-2.826454,-0.230275,-0.003822,0.708266
883768820,4.887388,-1.896085,-2.868632,-0.282437,-0.095629,0.869353
883771325,3.180736,-0.195985,-3.092880,-0.349739,-0.118945,0.886554
883773830,2.571048,0.654613,-3.205906,-0.324825,0.045196,0.778672
883776336,2.508404,1.748189,-2.955568,-0.275303,0.126578,0.723268
883778841,1.103961,3.688681,-2.330632,-0.206853,0.052323,0.722589
883781346,-1.274956,5.688054,-1.762282,-0.317643,0.039805,1.073843
883783851,-1.885564,5.988738,-1.272984,-0.415875,-0.102733,1.105031
883786357,0.612620,4.289908,-0.930434,-0.398774,-0.127821,0.903928
883788862,4.024431,2.471243,-0.531498,-0.345863,0.039730,0.858449
883791367,5.973093,1.621874,0.000876,-0.292557,0.054003,0.932130
883793873,6.641653,1.438123,0.663888,-0.313511,-0.042201,1.050901
883796378,7.250147,0.585486,1.261833,-0.329873,0.025405,1.144432
883798883,8.103867,-1.360570,1.669380,-0.365061,0.041558,1.128261
883801388,9.201316,-2.818511,1.836967,-0.299393,-0.079185,0.765403
883803894,9.140848,-3.244378,1.834216,-0.224444,0.003202,0.751990
883806399,7.130527,-2.822914,1.784011,-0.327027,0.191621,1.262605
883808904,4.511567,-3.133152,1.852188,-0.295159,0.003466,1.101672
883811410,3.780850,-4.048346,2.151589,-0.194264,-0.114639,0.802823
883813915,4.388906,-4.048759,2.573641,-0.232207,0.003603,0.780968
883816420,3.595605,-2.347114,2.467244,-0.232603,-0.071898,0.812482
883818925,1.340793,0.326632,1.827520,-0.309874,-0.174705,0.950644
883821430,-0.546652,2.029634,0.815952,-0.337993,-0.101291,1.096315
883823936,-1.215058,2.640134,-0.086544,-0.341795,-0.151735,0.958486
883826441,-0.969060,2.096374,-0.818651,-0.304654,-0.161395,0.906881
883828946,-0.419402,1.978263,-1.367064,-0.365184,-0.135065,0.932339
883831452,-0.113552,2.163951,-1.973065,-0.262603,-0.110117,0.766493
