Timestamp (us),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
893900201,3.430677,-0.367445,-5.580272,-0.215193,-0.253875,0.859491
893902706,6.475316,1.039248,-5.824218,-0.225635,0.007437,0.738805
893905211,8.239680,2.989411,-5.817147,0.080816,0.087067,0.401411
893907720,6.957292,4.991504,-5.313467,-0.356794,0.265924,1.043350
893910222,5.734665,7.235480,-4.444622,-0.264459,0.053202,0.568524
893912727,3.720477,8.503305,-3.276574,-0.027516,0.097810,0.621329
893915233,2.254853,8.980959,-1.934236,-0.789907,0.453453,1.555629
893917738,1.947660,8.792977,-0.782700,-0.322599,-0.290190,0.670697
893920243,3.104019,7.392679,0.173082,-0.522231,0.076052,1.033772
893922748,4.929931,7.150712,0.831388,-0.662553,0.287018,1.134072
893925254,4.136859,6.476616,1.617635,-0.379279,0.038294,1.025336
893927759,2.248420,4.826959,2.401135,-0.650917,0.124105,1.940364
893930264,3.043927,0.143680,2.850392,-0.475058,-0.240122,1.734122
893932769,7.009381,-5.624659,2.674131,-0.342768,-0.232704,0.895376
893935275,7.258654,-8.599882,1.621943,-0.108326,0.126219,0.811697
893937780,3.911163,-8.481194,0.544114,-0.321582,0.076952,1.066025
893940285,1.717108,-6.234059,0.143649,-0.184391,-0.142374,0.431188
893942791,2.445299,-4.470209,0.516964,-0.143336,0.153247,0.915567
893945296,2.624289,-1.734496,0.899109,-0.242391,0.223424,0.920078
893947801,-0.424615,0.385262,1.410173,-0.105065,0.110072,0.616772
893950307,-0.916981,2.690680,2.519200,-0.466041,0.211804,0.701795
893952812,-2.080017,5.054390,3.873591,-0.210495,0.210498,0.708912
893955317,-5.433678,5.649945,5.102533,-0.656943,0.258003,1.718644
893957823,-5.251667,4.186891,6.000879,-0.588408,-0.082956,1.303210
893960328,0.962766,0.060622,7.040062,-0.311523,-0.352974,0.674599
893962833,7.541317,-2.056542,7.788847,-0.590164,0.324710,1.164860
893965338,6.931327,-1.632947,7.975920,-0.232679,-0.061831,0.988607
893967843,2.852448,-1.638558,7.142404,-0.524296,-0.581750,1.617223
893970349,0.362932,-3.824210,4.893580,-0.616044,-0.471331,1.511402
893972854,-1.086317,-7.461570,1.297194,-0.163706,-0.365941,0.731498
893975359,-5.523334,-7.760118,-2.386002,-0.148919,-0.092483,0.418145
893977865,-11.609830,-5.207211,-5.255138,-0.137604,-0.100449,0.808835
893980370,-15.385724,-1.985701,-6.794630,-0.396270,-0.025410,1.055656
893982875,-17.457537,-0.285913,-7.138757,-0.210155,0.099298,0.807886
893985381,-16.180370,-0.712842,-6.176623,-0.415041,0.026242,1.029895
893987886,-12.833920,-0.406822,-4.853358,-0.200611,-0.089038,0.426576
893990391,-10.279172,-0.224219,-3.528014,-0.188853,-0.004917,0.832161
893992896,-8.211143,0.567511,-2.681536,-0.512388,0.135332,1.245896
893995402,-5.287667,-0.522940,-2.154467,-0.291160,-0.355360,0.672107
893997907,-0.718603,-1.729799,-1.998021,-0.361105,-0.086760,0.885937
894000412,2.511209,-2.816507,-2.199458,-0.228614,0.004082,0.950727
894002917,3.791507,-3.238085,-2.510240,-0.301645,-0.108934,0.714745
894005423,3.486767,-3.056315,-2.507838,-0.155152,0.168636,0.724332
894007928,2.083860,-2.880068,-1.774001,0.003790,0.252443,1.145134
894010433,0.802826,-3.617352,-0.683302,-0.184616,0.111468,0.932040
894012939,0.921453,-3.561611,0.589588,0.072858,-0.000147,0.486819
894015444,-0.606048,-1.867216,1.819424,0.090246,0.255146,0.685014
894017950,-3.169601,1.103313,2.758942,-0.449265,0.104791,1.236563
894020455,-2.991168,3.655296,3.442887,-0.239085,-0.480041,0.337441
894022960,-1.716409,7.123550,3.765464,-0.103781,0.115569,0.085062
894025465,-3.486819,11.560342,3.560571,-0.660953,0.054244,0.437799
894027971,-5.866269,17.519032,2.701795,-0.823715,-0.874097,-0.342628
894030476,-6.720039,26.837114,-0.745677,-0.283088,-1.661349,-0.909523
894032981,-10.549312,37.321617,-8.356467,-0.332144,-1.414117,0.811121
894035486,-16.135691,45.624664,-18.824936,-0.578088,-0.773613,1.075237
894037992,-15.327158,50.529121,-27.643646,-0.124522,-0.301668,-0.744101
894040497,-12.463727,58.944565,-31.414307,-0.016931,0.629826,-0.800876
894043002,-17.595360,69.812935,-29.743298,-0.643503,1.420606,0.826929
894045508,-23.835184,79.257339,-22.683273,-1.053994,0.988294,0.935803
894048013,-15.401591,82.327408,-10.630519,-0.744397,0.809891,0.178507
894050518,3.138853,82.854118,4.155274,-0.796602,1.274629,0.962709
894053024,15.408322,83.736992,17.693907,-0.869456,0.844717,1.079505
894055529,19.402689,85.042503,27.568640,-1.283130,-0.151243,0.957121
894058034,25.665651,84.063385,32.327217,-1.715111,-0.939945,1.268813
894060540,35.722664,79.345467,31.468891,-1.873069,-1.152274,1.529860
894063045,43.600010,72.086075,26.357769,-1.800833,-0.669637,1.429880
894065550,46.608883,62.812534,20.341413,-1.872832,-0.282805,1.646580
894068055,44.927826,52.249218,14.818398,-1.907113,-0.728000,1.794168
894070560,33.867023,42.152889,8.969786,-1.896179,-0.729334,1.623970
894073066,14.581440,34.045326,3.105002,-1.745933,-0.018283,1.649396
894075571,-2.335615,26.174915,-0.039193,-1.748987,0.478721,2.294310
894078076,-2.693959,14.305579,2.000784,-1.730065,0.275185,2.244749
894080582,17.282585,-0.031438,8.676057,-1.437900,0.395118,1.409145
894083087,42.731121,-10.717467,17.841778,-0.927679,0.898092,0.481967
894085592,57.876900,-13.948017,27.582785,-1.053692,1.249372,0.865579
894088098,60.656223,-12.518002,36.129337,-1.375726,0.465924,1.331538
894090603,58.206226,-11.937466,41.416107,-1.258005,-0.340686,1.309534
894093108,56.013294,-14.075120,42.379177,-1.201526,-0.417307,1.662613
894095613,53.345158,-18.203806,39.268814,-1.121527,-0.575928,1.503698
894098119,49.954060,-23.234436,33.305874,-1.151903,-0.928935,1.173907
894100624,45.957504,-27.894648,25.711132,-1.236516,-0.781831,1.217074
894103129,41.292515,-32.919231,17.631397,-1.314689,-0.534508,1.351623
894105635,36.808666,-38.860023,10.575064,-1.434865,-0.248537,1.203030
894108140,35.792244,-46.262833,5.920287,-1.379755,0.305661,0.782108
894110645,37.443542,-50.573425,4.974795,-0.978797,0.866213,-0.102000
894113151,36.398365,-48.277138,7.964916,-0.520482,1.277191,-0.380843
894115656,29.979359,-39.375412,13.809489,-0.641216,1.244300,0.534184
894118161,18.989029,-29.819042,20.645475,-0.750224,0.846092,1.157526
894120666,9.650305,-25.303844,26.712715,-1.023012,0.455853,1.344274
894123172,5.012029,-25.878183,30.665985,-1.052799,-0.038577,0.834892
894125677,1.906380,-28.625566,31.506954,-0.943303,-0.313835,0.515571
894128182,-2.470178,-31.361813,29.018829,-1.245248,-0.479391,0.806773
894130697,-5.318260,-34.145767,24.221273,-1.476208,-0.800595,0.622762
894133193,-2.925606,-38.010384,18.851160,-1.349988,-0.920312,0.328790
894135698,5.921678,-41.254333,13.946337,-1.142687,-0.759691,0.173479
894138203,15.920459,-40.362572,9.672291,-0.592556,-0.651279,-0.338748
894140709,22.013371,-34.009228,6.238922,-0.352453,-0.341195,-0.100529
894143214,25.543570,-26.207096,4.037517,-0.640538,-0.014181,0.779887
894145719,31.144209,-21.081921,3.143277,-0.670533,-0.155299,0.604801
894148224,38.636318,-20.089939,2.637450,-0.646939,-0.034730,0.135462
894150730,43.509254,-18.921137,2.081970,-0.711625,0.331004,-0.203866
894153235,42.287056,-13.934725,1.636416,-0.594948,0.439734,-0.935646
894155740,35.026115,-2.640323,2.105989,-0.565350,0.654940,-0.914428
894158246,23.251833,12.837612,3.288331,-0.717067,0.856043,0.088881
894160751,6.116770,28.119509,4.852913,-0.654849,0.893547,1.040061
894163256,-11.926368,36.889736,6.860305,-0.594345,0.869414,1.644564
894165762,-25.453804,37.337463,8.914014,-0.880953,0.503754,1.550343
894168267,-35.197235,31.653063,10.425896,-0.994031,0.296310,1.069316
894170772,-44.510338,24.453232,10.955733,-1.040257,0.421655,1.276632
894173301,-53.212471,16.892412,10.874617,-1.311952,0.055111,1.494425
894175797,-52.408440,6.313822,10.312796,-1.852252,-0.784171,0.952533
894178296,-35.827324,-5.445405,9.623509,-1.811907,-1.143287,-0.482855
894180793,-15.901723,-9.408004,7.945794,-0.905365,-0.761254,-0.987234
894183298,-6.702337,-5.119071,5.335091,-0.871383,-0.267284,0.995608
894185804,-5.481112,1.164277,1.495013,-1.134944,-0.694625,1.764184
894188309,-3.828038,2.035487,-2.323864,-0.744198,-0.897515,0.840512
894190815,4.160250,1.215988,-5.693152,-0.671871,-0.166847,0.425754
894193320,8.916266,2.697528,-8.367581,-0.715500,0.108022,0.632730
894195825,9.284184,5.505171,-10.531517,-0.992665,0.098870,1.029538
894198330,9.893770,7.335172,-11.490856,-1.177985,0.221726,0.545227
894200836,10.072968,9.583826,-10.990882,-1.211061,0.519732,0.112663
894203341,4.401883,12.911005,-9.734248,-1.401768,0.494194,0.793922
894205846,-7.966541,15.009295,-9.067488,-1.550564,0.282207,1.531457
894208351,-20.145206,11.210136,-8.806330,-1.428064,0.416757,1.772495
894210857,-26.349316,0.670750,-7.947673,-1.272930,0.797205,1.789717
894213362,-29.995569,-11.813150,-6.142244,-1.072350,0.778623,1.022523
894215867,-34.500584,-19.800695,-3.756665,-0.734612,0.567848,0.261799
894218373,-39.744873,-21.041332,-0.775658,-0.753848,0.581680,0.497231
894220878,-43.044926,-18.021057,2.409744,-0.961853,0.366786,0.752977
894223383,-42.263874,-14.260254,5.221464,-0.863441,-0.066387,0.333430
894225888,-40.383480,-9.760793,6.518855,-0.827425,-0.292563,0.167948
894228394,-42.456367,-5.016514,5.347375,-1.025237,-0.467729,0.774446
894230899,-46.652790,-3.248217,2.041422,-1.257761,-0.684503,1.353842
894233404,-42.558643,-7.725080,-1.460187,-1.247014,-0.754388,1.122581
894235910,-26.891294,-16.074667,-3.516432,-0.985294,-0.538441,0.492775
894238415,-8.794307,-21.932352,-3.867038,-0.788731,-0.267596,0.083900
894240920,2.106822,-20.509520,-3.776354,-0.747600,-0.332036,0.029407
894243425,4.597905,-13.081503,-4.339875,-0.756743,-0.482978,0.406176
894245931,4.837302,-5.411461,-5.802585,-0.865219,-0.351161,0.938498
894248436,6.787161,-1.811144,-7.603161,-0.926652,-0.199809,0.987157
894250942,12.030666,-2.826143,-9.326982,-0.864601,-0.036760,0.496912
894253447,16.603508,-4.940437,-10.328598,-0.863374,0.398945,0.073503
894255952,15.872126,-4.638244,-10.263154,-0.904927,0.751847,-0.097709
894258457,8.675947,0.509299,-8.806290,-0.742361,0.702928,-0.236727
894260963,-3.765913,10.201858,-6.207097,-0.578087,0.728604,0.018840
894263468,-20.719765,22.922655,-2.963826,-0.598337,0.816194,0.637890
894265973,-39.316452,34.119549,0.214284,-0.704316,0.413483,1.126609
894268478,-51.937572,40.040192,2.969640,-0.875231,-0.005590,1.290182
894270984,-56.082863,39.293919,4.677077,-1.073254,-0.207972,1.436719
894273489,-51.325352,32.735699,4.734821,-1.277021,-0.698522,1.703963
894275994,-39.797691,20.846779,3.275388,-1.600518,-1.066430,1.767103
894278500,-18.397211,5.638350,0.968082,-1.605800,-1.272507,0.725876
894281005,4.218224,-4.576916,-2.096864,-0.932059,-1.204791,-0.313680
894283510,13.244785,-5.937630,-6.383035,-0.606038,-0.440973,0.739210
894286015,9.780847,-1.362395,-11.490584,-0.824280,-0.513999,1.772300
894288521,6.258152,-0.439207,-15.956653,-0.977733,-0.840833,1.472592
894291026,12.543373,-4.731231,-18.858946,-0.817511,-0.006294,1.144910
894293531,20.775333,-12.617609,-19.308315,-0.839989,0.888923,1.075156
894296036,25.344809,-19.246229,-17.068180,-0.699102,0.836465,0.300678
894298542,23.875336,-22.247969,-12.719324,-0.491535,0.807737,-0.204063
894301047,15.147352,-17.728596,-7.321104,-0.456199,1.209187,-0.096910
894303553,0.748779,-7.200427,-1.981074,-0.339725,0.842150,-0.021675
894306058,-16.332542,6.789894,3.029410,-0.254041,0.618771,0.593057
894308563,-33.103470,17.318069,7.105310,-0.393400,0.699505,1.794006
894311068,-49.132999,20.920195,9.796512,-0.597281,0.182148,2.014239
894313574,-56.317596,15.364454,10.996708,-0.768863,-0.540505,1.539177
894316079,-51.553036,3.030269,10.589760,-1.155456,-0.800649,1.476688
894318584,-37.463589,-11.710346,8.858422,-1.235096,-0.831673,0.946057
894321090,-20.755733,-23.460890,6.168391,-0.909921,-1.005049,0.256003
894323595,-4.054717,-27.485451,3.047430,-0.652438,-1.168743,0.163928
894326100,9.413815,-25.127260,-0.986792,-0.652700,-1.210130,0.621085
894328605,20.749571,-20.155609,-5.722229,-0.596587,-1.064806,0.674265
894331111,31.111122,-16.099449,-10.217979,-0.360990,-0.460544,0.673519
894333616,37.633385,-14.187699,-13.017195,-0.235020,0.273126,1.688702
894336121,40.562733,-17.339605,-14.019956,-0.553737,0.238762,1.957569
894338626,44.161251,-23.842411,-13.290741,-0.465889,0.135198,0.701287
894341132,48.486015,-29.011173,-11.221347,-0.405288,0.640946,-0.308134
894343637,46.465157,-26.353441,-7.921996,-0.415302,1.023435,-0.232937
894346142,33.167267,-15.084323,-4.641830,-0.251539,0.485104,-0.111706
894348648,15.360332,-1.025652,-1.810358,-0.523253,0.252741,0.668143
894351153,1.151417,10.306816,0.382542,-0.694681,0.307193,1.278139
894353658,-8.480112,13.866581,2.079824,-0.683068,0.297308,1.818163
894356164,-14.142112,8.314012,3.335003,-0.981377,0.162764,1.955378
894358669,-15.534900,-1.240692,4.000819,-0.615412,-0.108038,0.504771
894361174,-18.818769,-6.600622,4.096803,-0.187393,0.027114,-0.116468
894363680,-24.118546,-3.871887,3.226308,-0.372080,-0.206137,0.963673
894366185,-24.849985,1.365264,1.265277,-0.764213,-1.342661,1.254208
894368690,-7.912474,4.213735,-1.808545,-0.709552,-1.428260,0.076452
894371195,18.525715,9.457531,-5.385850,-0.057608,-0.543771,-0.688113
894373701,35.032272,18.146162,-9.023433,-0.408259,0.198332,1.091263
894376206,38.262119,24.066061,-12.146115,-0.997182,-0.241257,2.395595
894378711,35.896465,19.203398,-14.111020,-1.040414,0.097400,1.938299
894381217,32.922924,8.858060,-14.293484,-0.649951,0.873354,0.749080
894383722,20.985596,3.105869,-12.288996,-0.258314,1.274040,0.289916
894386227,2.214022,4.750287,-8.328346,-0.548006,0.879171,0.946156
894388733,-13.823749,9.678694,-2.839501,-0.676437,0.620822,1.034274
894391238,-25.109537,13.218198,2.803839,-0.590469,0.734797,1.362260
894393743,-34.682957,12.873998,7.261978,-0.907273,0.329810,1.818547
894396248,-39.617561,8.840220,9.313077,-0.824127,-0.804695,1.175765
894398754,-33.030369,2.290191,8.394222,-0.641602,-1.241888,0.595472
894401259,-18.764610,-2.408089,5.095751,-0.680990,-0.737226,0.868153
894403764,-3.584949,-3.752929,0.301908,-0.676875,-0.760565,0.997431
894406269,10.739224,-3.032879,-4.231866,-0.597780,-0.678557,0.954241
894408775,24.085863,-1.893623,-7.728606,-0.586637,-0.097358,1.194903
894411280,31.216125,-1.079057,-9.628502,-0.597029,0.319371,1.014034
894413785,27.744244,-0.355770,-9.913634,-0.533134,0.651262,0.993684
894416291,17.751259,-0.932991,-8.122679,-0.631239,0.912893,1.278434
894418796,6.719461,-3.467904,-4.159359,-0.686588,0.917127,1.037702
894421301,-3.707211,-5.338050,1.139916,-0.401872,0.679405,0.683416
894423807,-14.135584,-4.713111,6.092930,-0.416779,0.307528,1.002353
894426312,-21.637106,-2.248380,8.986975,-0.694646,-0.398457,1.133910
894428817,-21.396124,0.306543,9.003929,-0.500048,-0.947752,0.520275
894431322,-15.726922,2.093974,6.388863,-0.473587,-0.606009,0.819540
894433828,-8.712900,2.856876,2.246236,-0.748087,-0.495745,1.198903
894436333,-0.356134,1.434091,-2.098496,-0.637102,-0.729244,0.895846
894438838,10.253638,-1.934401,-5.374097,-0.589017,-0.288087,1.039170
894441343,19.519672,-4.885785,-7.308236,-0.539960,0.134084,0.992657
894443849,22.627962,-5.972257,-7.630453,-0.540442,0.215566,0.721438
894446354,20.309860,-4.886807,-6.644400,-0.504785,0.472351,0.746629
894448859,12.810592,-2.722855,-4.540475,-0.523036,0.719908,0.944234
894451365,1.107507,-1.301235,-1.698728,-0.635691,0.627764,1.158785
894453870,-10.654231,-1.764613,1.008835,-0.617101,0.097671,1.068824
894456375,-17.843605,-3.733848,2.658419,-0.461352,-0.229391,0.907620
894458880,-19.669178,-5.684658,2.772803,-0.392423,-0.335993,0.948863
894461386,-17.107580,-6.343320,1.667595,-0.443615,-0.441891,0.713213
894463891,-11.196447,-4.923819,-0.102314,-0.415065,-0.493597,0.426718
894466401,-4.738086,-1.859712,-2.165848,-0.476703,-0.299339,0.715186
894468902,0.684823,0.897463,-4.106447,-0.648045,-0.193365,1.049974
894471407,5.743294,1.523133,-5.575654,-0.502429,-0.250044,0.921651
894473912,10.314697,0.076566,-6.269518,-0.396344,0.127158,1.001332
894476417,12.630274,-2.170804,-5.748274,-0.508033,0.456468,1.010411
894478923,11.530836,-3.397028,-3.994886,-0.489250,0.386002,0.608886
894481428,7.382239,-2.686714,-1.549865,-0.431173,0.353031,0.638087
894483934,0.004722,-0.888164,0.732903,-0.651829,0.380407,1.268591
894486439,-7.369167,-0.423797,2.097093,-0.670856,-0.047796,1.130765
894488944,-10.414616,-1.770946,2.644539,-0.505043,-0.298116,0.674569
894491449,-9.803126,-3.349581,2.328158,-0.353836,-0.125681,0.743081
894493955,-8.764151,-4.133306,1.227731,-0.487057,-0.153222,1.040922
894496460,-6.263098,-4.425921,-0.177776,-0.607264,-0.445027,0.766184
894498965,0.256868,-4.041256,-1.411630,-0.429500,-0.383065,0.511744
894501470,6.896491,-2.867972,-2.094873,-0.500250,0.113141,0.913566
894503976,9.515059,-1.461729,-2.458472,-0.567700,0.169599,1.141717
894506481,9.271143,-1.340895,-2.396106,-0.445818,-0.020486,0.815756
894508986,7.930519,-2.197915,-1.790951,-0.433843,0.318180,0.902115
894511492,5.126968,-3.303789,-0.636556,-0.626040,0.458653,1.114447
894513997,2.078376,-3.925193,0.885832,-0.593948,0.046220,0.800430
894516502,0.065321,-4.178594,2.225096,-0.614924,-0.030413,0.845400
894519008,-1.642177,-3.820322,2.900720,-0.631713,0.129134,1.129332
894521513,-4.017601,-3.886482,2.909080,-0.508956,-0.087955,1.117624
894524018,-4.807674,-4.860084,2.602132,-0.430619,-0.112485,1.071366
894526524,-2.064169,-6.738272,2.336355,-0.480152,-0.069933,0.930780
894529029,2.262068,-7.578731,2.011333,-0.430137,-0.173659,0.640242
894531534,5.490752,-6.717719,1.459811,-0.507436,-0.150568,0.626088
894534039,6.282007,-4.584489,0.804996,-0.531427,0.051521,1.050649
894536544,5.734571,-3.731462,0.146211,-0.447928,0.075528,1.230396
894539050,5.675293,-4.581782,-0.162591,-0.503689,0.015028,0.943115
894541555,5.614997,-4.885502,-0.285721,-0.366416,0.051789,0.499576
894544060,2.751308,-3.431278,-0.507390,-0.460277,0.058537,0.762792
894546566,-2.183397,-1.189798,-1.018948,-0.682937,0.010292,1.224495
894549071,-5.654727,-0.709275,-1.427011,-0.557192,-0.085887,1.135607
894551576,-5.287627,-2.716226,-1.260547,-0.382906,0.134863,1.109286
894554082,-2.728455,-5.206832,-0.620674,-0.462184,0.055675,0.955065
894556587,-0.048133,-6.479776,-0.215209,-0.351522,-0.252633,0.428606
894559092,0.986270,-4.590546,-0.569550,-0.399604,-0.147772,0.440952
894561597,-0.659202,-1.427609,-1.511200,-0.567237,0.067122,0.986405
894564103,-2.242653,0.092349,-2.222095,-0.595003,0.013438,1.306991
894566608,-0.656993,-1.972172,-2.181792,-0.619827,-0.036855,1.041301
894569113,2.450602,-4.400217,-1.664751,-0.321020,0.100783,0.542086
894571619,1.840965,-4.889918,-1.241594,-0.367936,0.108057,0.695496
894574124,-2.180442,-3.743663,-1.158033,-0.655610,0.014161,1.200211
894576629,-4.129922,-3.687738,-1.029169,-0.575940,-0.083866,1.044910
894579135,-2.485543,-5.512160,-0.199395,-0.372904,0.303299,0.983585
894581640,-0.110953,-7.945416,1.168959,-0.542968,0.357570,1.138415
894584145,0.861722,-8.860343,2.310662,-0.267572,-0.229417,0.414640
894586650,0.494446,-7.402031,2.443447,-0.401607,-0.257376,0.550057
894589156,-0.724787,-4.542992,1.679939,-0.521877,0.005908,1.024449
894591661,-1.211624,-2.959241,0.844184,-0.502959,-0.003319,1.185884
894594166,0.678025,-3.622723,0.529449,-0.388111,0.007158,1.102023
894596672,3.724806,-5.136845,0.628787,-0.296395,0.057110,0.819858
894599177,4.820909,-5.012997,0.686197,-0.388112,-0.084722,0.476082
894601682,2.200507,-2.644929,0.227544,-0.358728,-0.118675,0.525863
894604187,-2.307954,-0.280853,-0.284740,-0.477124,0.166054,1.278241
894606693,-4.621917,-0.589641,-0.399535,-0.590188,0.149474,1.340362
894609198,-2.306933,-2.411537,0.185300,-0.364070,-0.134340,0.366454
894611704,0.188799,-2.469542,0.842404,-0.191733,0.053281,0.186831
894614209,-1.885221,0.201302,0.989999,-0.557834,0.136728,1.019228
894616714,-5.662912,2.566767,0.535627,-0.567871,-0.321805,1.103356
894619219,-5.417108,1.778969,-0.016336,-0.397383,-0.199898,1.043224
894621725,-1.272128,-0.765327,-0.231356,-0.420047,0.206857,0.937257
894624230,1.287246,-2.158907,-0.129366,-0.294837,0.026976,0.424058
894626735,0.736749,-0.945555,0.305470,-0.275082,0.156491,0.723631
894629240,-0.121357,1.053930,1.656183,-0.340743,0.479115,1.132793
894631746,1.699409,1.595213,4.077851,-0.452613,0.307498,1.099986
894634251,6.503945,1.349765,7.149719,-0.532078,0.126040,0.493287
894636756,7.775276,2.801583,9.701021,-0.367774,0.311791,0.650012
894639262,2.653604,5.096336,10.887786,-0.574518,0.053493,1.441628
894641767,-2.643958,5.696425,10.002411,-0.754411,-0.758592,1.489710
894644272,-4.036195,3.941261,7.206973,-0.296705,-0.813291,0.874300
894646777,-4.509964,0.856006,3.004658,-0.509900,-0.199019,1.416129
894649283,-5.653145,-2.229736,-1.437639,-0.600443,-0.319176,1.432622
894651788,-3.875734,-5.070470,-4.737364,-0.231232,-0.305508,0.547375
894654293,0.695412,-6.700256,-5.250658,-0.292546,0.682881,0.872653
894656799,5.319374,-6.576872,-3.206019,-0.429655,0.566831,0.895483
894659304,7.623838,-4.456526,0.012895,-0.292062,-0.039431,0.109573
894661809,6.517823,-1.368208,2.645077,-0.355134,0.343744,0.898215
894664315,2.794767,1.717787,4.438336,-0.510368,0.382532,1.112514
894666820,-0.010957,2.557848,5.666951,-0.400711,-0.232325,0.634978
894669325,1.448835,2.374857,6.569494,-0.435341,-0.078219,0.814486
894671830,2.666736,2.377088,6.686219,-0.420450,0.103986,0.998970
894674336,0.293742,2.558787,5.605210,-0.478189,-0.349918,1.322465
894676841,-2.013568,1.164696,3.240007,-0.594964,-0.512329,1.325138
894679346,-2.309576,-0.588258,0.501129,-0.505048,-0.187152,0.807207
894681852,-3.338725,-1.067196,-1.862427,-0.382429,-0.027741,0.675773
894684357,-7.416336,0.147894,-3.717896,-0.611537,-0.135633,1.273555
894686862,-10.824497,0.754268,-5.095175,-0.607349,-0.208395,1.418740
894689367,-10.029763,-0.457517,-5.773371,-0.493735,-0.149893,1.008707
894691873,-6.556233,-2.335591,-5.678161,-0.454511,0.050203,0.929061
894694378,-5.215613,-3.915640,-5.269865,-0.417198,0.194403,1.060551
894696883,-6.799774,-5.016737,-4.604896,-0.367737,0.149704,1.078805
894699388,-7.531876,-6.178008,-3.640429,-0.441456,0.040822,0.884273
894701894,-5.645529,-6.968988,-2.561869,-0.391692,-0.190075,0.636086
894704399,-3.393261,-6.478901,-2.203114,-0.344386,-0.181241,0.550946
894706904,-3.211277,-4.469188,-2.735295,-0.361548,-0.187154,0.783749
894709410,-3.820245,-2.155125,-3.747343,-0.357027,-0.203190,0.851038
894711915,-2.905200,-1.054006,-4.773524,-0.356646,-0.102258,0.747836
894714420,-2.234545,-0.381203,-5.316861,-0.345789,0.115941,0.762101
894716925,-4.366050,-0.141705,-5.549736,-0.324771,0.205002,0.971159
894719431,-7.167745,-0.878846,-5.302015,-0.554967,0.080512,1.080428
894721936,-6.680547,-2.522906,-4.587915,-0.398900,-0.063198,0.563006
894724441,-5.159464,-3.070670,-3.688148,-0.253622,0.057309,0.490025
894726947,-6.989265,-2.104233,-3.068438,-0.488882,0.195335,1.089749
894729452,-10.217729,-2.172821,-2.935693,-0.734239,-0.063768,1.343866
894731957,-10.093564,-3.996336,-3.130743,-0.561594,-0.288191,0.923897
894734462,-7.897213,-6.726960,-3.461059,-0.416817,0.009855,0.999474
894736968,-7.042040,-8.061265,-3.897871,-0.425788,0.069968,1.458852
894739473,-7.221661,-10.188793,-4.275764,-0.444395,-0.208453,1.404396
894741978,-5.086073,-12.919300,-4.666471,-0.578048,-0.126677,1.314874
894744484,-3.073406,-15.164554,-4.810864,-0.236037,0.114237,1.008218
894746989,-3.560247,-16.017872,-4.633169,-0.243728,0.248763,1.342888
894749494,-4.292043,-16.325645,-4.147671,-0.352868,-0.008542,1.031520
894752000,-3.258611,-15.656609,-3.601290,-0.236965,-0.074772,0.183901
894754505,-4.481079,-12.559390,-3.150797,-0.200557,0.303458,0.428284
894757010,-8.872934,-7.766888,-2.555456,-0.392699,0.235396,0.964378
894759515,-10.462475,-4.124910,-1.675481,-0.376238,-0.201825,0.577535
894762021,-7.787925,-1.569350,-0.515853,-0.255736,0.033823,0.350438
894764526,-5.722683,1.471898,0.528199,-0.318927,0.308817,0.680121
894767032,-6.093198,4.752470,1.219273,-0.413312,-0.077091,0.675788
894769537,-6.217937,6.696857,1.597018,-0.424849,-0.141339,0.851883
894772042,-4.268741,5.909327,1.887358,-0.544511,0.139863,1.299118
894774548,-0.735178,3.725259,2.465137,-0.428418,0.015807,0.875364
894777053,2.553621,1.904281,3.349443,-0.196489,0.002491,0.647659
894779558,3.892922,0.443830,4.243508,-0.373591,0.205012,1.314711
894782063,3.893017,-0.652686,4.660161,-0.525068,-0.136609,0.936566
894784569,3.710734,-0.652333,4.478992,-0.259079,-0.289218,0.359462
894787074,2.188487,0.441778,3.825511,-0.419208,0.170588,1.333194
894789579,0.363935,0.381436,2.740774,-0.614749,0.013685,1.565887
894792084,1.525145,-1.376128,1.875555,-0.351652,-0.337605,0.524333
894794590,4.572381,-2.036498,1.435310,-0.204386,0.096108,0.599739
894797095,3.901726,-0.698725,1.144066,-0.416246,0.188127,1.212135
894799600,1.343201,0.452601,0.797915,-0.514765,-0.175163,1.079261
894802105,1.952847,-0.215287,0.851601,-0.407637,0.026577,0.938266
894804611,4.571875,-1.549951,1.438711,-0.286323,0.321783,1.192591
894807116,5.302226,-3.011517,2.274414,-0.328075,0.081126,1.232632
894809622,4.997514,-4.291938,2.872763,-0.371454,-0.048178,0.871424
894812127,4.265320,-3.930200,3.241707,-0.263114,0.038107,0.651764
894814632,1.460711,-2.296187,3.687854,-0.319126,0.127827,1.114241
894817137,-1.647797,-1.575645,4.249979,-0.605986,0.056112,1.456284
894819643,-0.612553,-2.792233,4.843797,-0.462959,-0.190409,0.808057
894822148,2.372003,-3.760400,5.250262,-0.261557,-0.099821,0.459767
894824653,2.127649,-2.787343,5.136735,-0.423520,0.111208,1.053445
894827158,-1.709090,-1.637365,4.431625,-0.557859,-0.104011,1.207920
894829664,-2.863642,-2.549186,3.702148,-0.485893,-0.262045,0.968001
894832169,-0.180749,-4.427002,3.315367,-0.319119,-0.042773,0.871636
894834674,1.404518,-5.395516,3.060247,-0.245433,0.043893,0.974675
